date,channel,purchases,sessions,add_to_cart,checkout
2023-12-28,Retail Store,3,81,20,11
2023-12-28,Web,30,621,132,82
2023-12-29,Marketplace,16,402,103,53
2023-12-29,Mobile App,15,323,90,42
2023-12-29,Retail Store,8,156,38,24
2023-12-29,Web,24,483,97,62
2023-12-30,Marketplace,10,251,59,31
2023-12-30,Mobile App,12,252,60,35
2023-12-30,Web,22,458,95,55
2023-12-31,Marketplace,8,210,43,21
2023-12-31,Mobile App,22,440,114,52
2023-12-31,Retail Store,1,21,5,2
2023-12-31,Web,23,615,134,80
2024-01-01,Marketplace,7,155,30,15
2024-01-01,Mobile App,15,294,65,32
2024-01-01,Retail Store,1,26,5,2
2024-01-01,Web,9,185,35,17
2024-01-02,Marketplace,3,61,11,6
2024-01-02,Mobile App,8,209,41,26
2024-01-02,Retail Store,3,68,17,8
2024-01-02,Web,19,487,116,56
2024-01-03,Marketplace,8,179,38,18
2024-01-03,Mobile App,10,242,46,24
2024-01-03,Retail Store,1,21,3,1
2024-01-03,Web,17,363,94,56
2024-01-04,Marketplace,6,130,34,17
2024-01-04,Mobile App,6,143,27,14
2024-01-04,Web,19,432,80,41
2024-01-05,Marketplace,6,110,27,14
2024-01-05,Mobile App,12,232,58,35
2024-01-05,Retail Store,1,19,4,2
2024-01-05,Web,16,406,95,50
2024-01-06,Marketplace,6,133,36,22
2024-01-06,Mobile App,12,235,48,28
2024-01-06,Retail Store,1,22,5,2
2024-01-06,Web,17,429,96,53
2024-01-07,Marketplace,7,168,43,26
2024-01-07,Mobile App,10,185,34,16
2024-01-07,Web,21,454,125,78
2024-01-08,Marketplace,12,332,72,39
2024-01-08,Mobile App,12,323,58,30
2024-01-08,Retail Store,2,37,10,5
2024-01-08,Web,12,266,62,37
2024-01-09,Marketplace,5,121,33,16
2024-01-09,Mobile App,11,215,44,20
2024-01-09,Retail Store,1,19,4,2
2024-01-09,Web,15,320,58,28
2024-01-10,Marketplace,9,214,55,30
2024-01-10,Mobile App,8,191,41,20
2024-01-10,Retail Store,1,21,5,2
2024-01-10,Web,21,575,153,99
2024-01-11,Marketplace,8,157,37,19
2024-01-11,Mobile App,7,186,35,20
2024-01-11,Web,14,346,72,34
2024-01-12,Marketplace,5,126,31,18
2024-01-12,Mobile App,12,284,58,35
2024-01-12,Retail Store,2,54,13,7
2024-01-12,Web,18,385,86,52
2024-01-13,Marketplace,4,101,22,11
2024-01-13,Mobile App,11,281,70,44
2024-01-13,Web,14,252,64,39
2024-01-14,Marketplace,6,116,22,12
2024-01-14,Mobile App,8,147,38,22
2024-01-14,Web,14,337,90,58
2024-01-15,Marketplace,9,178,36,23
2024-01-15,Mobile App,9,205,51,30
2024-01-15,Retail Store,2,47,10,5
2024-01-15,Web,18,429,115,55
2024-01-16,Marketplace,10,263,68,43
2024-01-16,Mobile App,8,201,53,31
2024-01-16,Retail Store,4,88,16,7
2024-01-16,Web,14,368,98,52
2024-01-17,Marketplace,8,214,43,22
2024-01-17,Mobile App,8,179,47,24
2024-01-17,Retail Store,1,21,4,2
2024-01-17,Web,14,309,81,45
2024-01-18,Marketplace,7,130,33,16
2024-01-18,Mobile App,13,345,63,34
2024-01-18,Retail Store,2,44,10,6
2024-01-18,Web,14,375,90,52
2024-01-19,Marketplace,5,90,19,11
2024-01-19,Mobile App,7,156,42,19
2024-01-19,Retail Store,3,76,14,8
2024-01-19,Web,16,306,81,49
2024-01-20,Marketplace,6,110,24,13
2024-01-20,Mobile App,6,109,22,13
2024-01-20,Retail Store,2,48,12,7
2024-01-20,Web,11,227,52,27
2024-01-21,Marketplace,9,228,44,20
2024-01-21,Mobile App,8,173,36,21
2024-01-21,Retail Store,2,39,8,3
2024-01-21,Web,22,530,122,70
2024-01-22,Marketplace,5,109,23,14
2024-01-22,Mobile App,10,227,48,29
2024-01-22,Retail Store,1,21,3,1
2024-01-22,Web,20,522,139,86
2024-01-23,Marketplace,6,109,20,12
2024-01-23,Mobile App,7,131,29,14
2024-01-23,Web,14,256,64,38
2024-01-24,Marketplace,6,133,28,14
2024-01-24,Mobile App,7,181,47,29
2024-01-24,Web,23,588,155,75
2024-01-25,Marketplace,5,118,26,16
2024-01-25,Mobile App,9,187,44,21
2024-01-25,Retail Store,1,25,6,3
2024-01-25,Web,17,417,114,59
2024-01-26,Marketplace,5,91,24,11
2024-01-26,Mobile App,8,214,39,20
2024-01-26,Retail Store,3,56,11,5
2024-01-26,Web,14,284,56,27
2024-01-27,Marketplace,8,164,45,26
2024-01-27,Mobile App,9,201,43,27
2024-01-27,Retail Store,4,105,23,10
2024-01-27,Web,18,343,67,41
2024-01-28,Marketplace,6,125,26,13
2024-01-28,Mobile App,11,273,62,35
2024-01-28,Retail Store,1,21,4,2
2024-01-28,Web,16,434,115,51
2024-01-29,Marketplace,9,229,44,21
2024-01-29,Mobile App,10,251,68,31
2024-01-29,Retail Store,2,46,12,6
2024-01-29,Web,20,504,107,60
2024-01-30,Marketplace,12,245,64,34
2024-01-30,Mobile App,13,309,83,48
2024-01-30,Retail Store,1,20,5,2
2024-01-30,Web,20,466,107,54
2024-01-31,Marketplace,5,106,23,12
2024-01-31,Mobile App,10,270,61,37
2024-01-31,Retail Store,1,25,5,2
2024-01-31,Web,13,275,63,32
2024-02-01,Marketplace,3,76,19,10
2024-02-01,Mobile App,13,333,82,44
2024-02-01,Retail Store,2,40,10,6
2024-02-01,Web,16,353,70,40
2024-02-02,Marketplace,6,166,38,23
2024-02-02,Mobile App,12,270,48,23
2024-02-02,Retail Store,2,48,9,5
2024-02-02,Web,19,476,88,42
2024-02-03,Marketplace,7,131,25,13
2024-02-03,Mobile App,8,152,39,24
2024-02-03,Retail Store,2,53,12,7
2024-02-03,Web,11,265,63,29
2024-02-04,Marketplace,1,19,4,2
2024-02-04,Mobile App,11,284,71,35
2024-02-04,Retail Store,1,25,5,3
2024-02-04,Web,16,327,59,35
2024-02-05,Marketplace,6,145,35,22
2024-02-05,Mobile App,9,249,57,25
2024-02-05,Web,11,275,54,31
2024-02-06,Marketplace,9,166,35,16
2024-02-06,Mobile App,6,156,39,24
2024-02-06,Retail Store,2,48,11,5
2024-02-06,Web,10,227,56,27
2024-02-07,Marketplace,8,177,41,26
2024-02-07,Mobile App,12,328,67,31
2024-02-07,Retail Store,5,111,23,14
2024-02-07,Web,12,221,52,30
2024-02-08,Marketplace,12,274,67,35
2024-02-08,Mobile App,9,190,45,21
2024-02-08,Retail Store,2,36,8,4
2024-02-08,Web,18,392,105,64
2024-02-09,Marketplace,3,56,14,7
2024-02-09,Mobile App,4,92,17,8
2024-02-09,Retail Store,3,62,14,6
2024-02-09,Web,10,248,56,26
2024-02-10,Marketplace,8,161,34,21
2024-02-10,Mobile App,9,235,43,20
2024-02-10,Web,14,391,107,61
2024-02-11,Marketplace,5,98,26,14
2024-02-11,Mobile App,13,328,64,31
2024-02-11,Retail Store,1,26,4,2
2024-02-11,Web,19,447,118,65
2024-02-12,Marketplace,12,276,69,34
2024-02-12,Mobile App,6,116,29,14
2024-02-12,Retail Store,2,51,12,6
2024-02-12,Web,19,389,91,46
2024-02-13,Marketplace,6,123,22,11
2024-02-13,Mobile App,15,288,72,40
2024-02-13,Retail Store,3,60,15,7
2024-02-13,Web,17,416,110,55
2024-02-14,Marketplace,7,189,47,23
2024-02-14,Mobile App,9,238,53,31
2024-02-14,Web,11,296,55,28
2024-02-15,Marketplace,5,110,25,12
2024-02-15,Mobile App,9,178,43,24
2024-02-15,Retail Store,2,41,7,3
2024-02-15,Web,20,493,129,74
2024-02-16,Marketplace,6,141,34,17
2024-02-16,Mobile App,8,188,49,25
2024-02-16,Retail Store,1,25,6,2
2024-02-16,Web,12,310,80,40
2024-02-17,Marketplace,2,48,10,5
2024-02-17,Mobile App,12,286,53,27
2024-02-17,Retail Store,3,72,13,7
2024-02-17,Web,14,339,82,37
2024-02-18,Marketplace,9,190,47,22
2024-02-18,Mobile App,9,226,58,29
2024-02-18,Retail Store,1,27,7,4
2024-02-18,Web,22,439,110,64
2024-02-19,Marketplace,6,116,32,19
2024-02-19,Mobile App,8,166,36,19
2024-02-19,Retail Store,3,67,13,8
2024-02-19,Web,16,408,94,59
2024-02-20,Marketplace,7,195,36,17
2024-02-20,Mobile App,9,192,45,23
2024-02-20,Retail Store,2,50,11,5
2024-02-20,Web,14,375,79,44
2024-02-21,Marketplace,7,127,24,12
2024-02-21,Mobile App,9,203,45,27
2024-02-21,Retail Store,2,47,12,7
2024-02-21,Web,12,217,49,22
2024-02-22,Marketplace,5,136,28,15
2024-02-22,Mobile App,14,348,93,52
2024-02-22,Retail Store,4,91,21,13
2024-02-22,Web,18,496,124,72
2024-02-23,Marketplace,7,179,32,16
2024-02-23,Mobile App,8,207,51,28
2024-02-23,Retail Store,2,50,10,5
2024-02-23,Web,13,330,83,42
2024-02-24,Marketplace,5,132,31,14
2024-02-24,Mobile App,11,255,59,34
2024-02-24,Retail Store,4,75,14,7
2024-02-24,Web,15,342,84,51
2024-02-25,Marketplace,7,175,31,14
2024-02-25,Mobile App,10,252,56,35
2024-02-25,Web,10,213,51,25
2024-02-26,Marketplace,6,164,33,18
2024-02-26,Mobile App,11,295,53,27
2024-02-26,Retail Store,2,45,9,4
2024-02-26,Web,12,223,48,27
2024-02-27,Marketplace,5,136,31,17
2024-02-27,Mobile App,9,209,46,21
2024-02-27,Retail Store,1,25,6,2
2024-02-27,Web,17,447,105,57
2024-02-28,Marketplace,4,102,20,9
2024-02-28,Mobile App,7,140,25,11
2024-02-28,Retail Store,3,77,16,8
2024-02-28,Web,13,321,67,32
2024-02-29,Marketplace,8,210,45,24
2024-02-29,Mobile App,12,278,63,29
2024-02-29,Retail Store,2,55,14,7
2024-02-29,Web,7,188,34,21
2024-03-01,Marketplace,7,134,36,16
2024-03-01,Mobile App,8,164,43,27
2024-03-01,Retail Store,3,67,17,10
2024-03-01,Web,17,340,66,40
2024-03-02,Marketplace,5,123,33,20
2024-03-02,Mobile App,11,227,48,24
2024-03-02,Retail Store,3,66,16,7
2024-03-02,Web,15,326,63,38
2024-03-03,Marketplace,4,106,27,12
2024-03-03,Mobile App,11,267,59,34
2024-03-03,Retail Store,3,75,19,10
2024-03-03,Web,12,328,59,33
2024-03-04,Marketplace,10,244,49,23
2024-03-04,Mobile App,16,290,72,46
2024-03-04,Web,13,353,79,49
2024-03-05,Marketplace,5,134,25,12
2024-03-05,Mobile App,11,299,83,47
2024-03-05,Retail Store,2,42,8,3
2024-03-05,Web,20,367,73,32
2024-03-06,Marketplace,10,232,56,35
2024-03-06,Mobile App,10,256,51,23
2024-03-06,Web,11,294,65,32
2024-03-07,Marketplace,3,55,14,8
2024-03-07,Mobile App,9,209,45,20
2024-03-07,Web,11,214,57,35
2024-03-08,Marketplace,9,249,68,43
2024-03-08,Mobile App,13,289,65,38
2024-03-08,Retail Store,3,61,15,7
2024-03-08,Web,13,336,75,44
2024-03-09,Marketplace,7,191,42,19
2024-03-09,Mobile App,5,139,26,12
2024-03-09,Retail Store,3,69,14,8
2024-03-09,Web,14,283,65,42
2024-03-10,Marketplace,4,81,15,6
2024-03-10,Mobile App,14,378,74,35
2024-03-10,Retail Store,1,20,4,2
2024-03-10,Web,12,288,58,27
2024-03-11,Marketplace,7,153,31,16
2024-03-11,Mobile App,10,190,36,18
2024-03-11,Web,15,280,58,36
2024-03-12,Marketplace,6,165,43,27
2024-03-12,Mobile App,7,134,33,17
2024-03-12,Retail Store,2,51,10,5
2024-03-12,Web,11,303,62,35
2024-03-13,Marketplace,6,163,35,16
2024-03-13,Mobile App,17,357,75,43
2024-03-13,Retail Store,1,22,4,2
2024-03-13,Web,16,398,111,63
2024-03-14,Marketplace,7,174,37,19
2024-03-14,Mobile App,13,260,54,29
2024-03-14,Retail Store,3,56,11,5
2024-03-14,Web,17,326,64,40
2024-03-15,Marketplace,10,205,41,23
2024-03-15,Mobile App,8,201,47,23
2024-03-15,Retail Store,2,37,9,4
2024-03-15,Web,13,332,90,43
2024-03-16,Marketplace,8,153,32,16
2024-03-16,Mobile App,13,265,55,29
2024-03-16,Retail Store,1,23,5,3
2024-03-16,Web,15,299,56,35
2024-03-17,Marketplace,7,194,40,19
2024-03-17,Mobile App,8,152,41,23
2024-03-17,Retail Store,1,22,5,2
2024-03-17,Web,16,379,80,39
2024-03-18,Marketplace,5,139,32,15
2024-03-18,Mobile App,15,394,97,56
2024-03-18,Retail Store,2,44,9,5
2024-03-18,Web,14,292,53,33
2024-03-19,Marketplace,2,48,11,6
2024-03-19,Mobile App,11,201,52,26
2024-03-19,Retail Store,3,61,16,7
2024-03-19,Web,24,489,93,55
2024-03-20,Marketplace,2,48,9,4
2024-03-20,Mobile App,8,204,40,18
2024-03-20,Retail Store,1,25,4,1
2024-03-20,Web,6,126,22,10
2024-03-21,Marketplace,7,139,34,17
2024-03-21,Mobile App,5,132,34,18
2024-03-21,Retail Store,5,103,22,12
2024-03-21,Web,16,421,113,51
2024-03-22,Marketplace,8,186,51,28
2024-03-22,Mobile App,15,284,66,33
2024-03-22,Retail Store,2,40,7,4
2024-03-22,Web,18,329,64,37
2024-03-23,Marketplace,9,180,43,24
2024-03-23,Mobile App,6,122,28,14
2024-03-23,Retail Store,2,38,8,4
2024-03-23,Web,13,309,74,33
2024-03-24,Marketplace,8,151,37,21
2024-03-24,Mobile App,11,292,61,39
2024-03-24,Retail Store,3,73,17,10
2024-03-24,Web,30,573,158,83
2024-03-25,Marketplace,4,76,14,8
2024-03-25,Mobile App,17,435,78,42
2024-03-25,Retail Store,1,18,3,1
2024-03-25,Web,16,368,71,35
2024-03-26,Marketplace,11,303,83,49
2024-03-26,Mobile App,13,326,79,46
2024-03-26,Web,13,267,53,30
2024-03-27,Marketplace,4,99,26,15
2024-03-27,Mobile App,7,193,35,17
2024-03-27,Retail Store,3,55,11,6
2024-03-27,Web,18,405,81,52
2024-03-28,Marketplace,10,239,49,31
2024-03-28,Mobile App,9,201,52,27
2024-03-28,Retail Store,3,56,12,5
2024-03-28,Web,14,274,65,29
2024-03-29,Marketplace,9,230,57,28
2024-03-29,Mobile App,12,232,60,32
2024-03-29,Retail Store,1,23,5,2
2024-03-29,Web,17,467,90,46
2024-03-30,Marketplace,10,266,65,37
2024-03-30,Mobile App,15,374,93,50
2024-03-30,Retail Store,1,18,4,2
2024-03-30,Web,10,208,39,19
2024-03-31,Marketplace,6,147,37,20
2024-03-31,Mobile App,12,244,56,32
2024-03-31,Retail Store,2,48,9,5
2024-03-31,Web,18,399,79,49
2024-04-01,Marketplace,3,68,15,8
2024-04-01,Mobile App,13,250,50,27
2024-04-01,Retail Store,1,27,6,2
2024-04-01,Web,14,383,86,55
2024-04-02,Marketplace,10,248,53,29
2024-04-02,Mobile App,8,179,32,15
2024-04-02,Retail Store,2,49,10,5
2024-04-02,Web,14,343,87,43
2024-04-03,Marketplace,9,211,56,29
2024-04-03,Mobile App,16,348,79,50
2024-04-03,Retail Store,3,78,16,7
2024-04-03,Web,16,423,99,60
2024-04-04,Marketplace,6,120,25,11
2024-04-04,Mobile App,12,266,57,34
2024-04-04,Retail Store,2,36,6,3
2024-04-04,Web,15,356,87,47
2024-04-05,Marketplace,3,67,16,9
2024-04-05,Mobile App,9,224,56,32
2024-04-05,Web,17,307,68,38
2024-04-06,Marketplace,6,120,22,12
2024-04-06,Mobile App,8,205,45,28
2024-04-06,Web,20,437,92,57
2024-04-07,Marketplace,8,186,36,18
2024-04-07,Mobile App,11,243,61,38
2024-04-07,Web,22,407,109,49
2024-04-08,Marketplace,5,92,24,12
2024-04-08,Mobile App,12,331,90,54
2024-04-08,Retail Store,3,56,12,7
2024-04-08,Web,24,610,124,76
2024-04-09,Marketplace,5,97,25,12
2024-04-09,Mobile App,10,205,37,21
2024-04-09,Web,19,391,80,44
2024-04-10,Marketplace,6,138,37,23
2024-04-10,Mobile App,9,234,57,29
2024-04-10,Retail Store,1,24,6,3
2024-04-10,Web,24,530,134,79
2024-04-11,Marketplace,5,102,26,12
2024-04-11,Mobile App,10,223,47,25
2024-04-11,Retail Store,1,27,7,4
2024-04-11,Web,19,397,72,37
2024-04-12,Marketplace,6,117,24,13
2024-04-12,Mobile App,8,190,51,23
2024-04-12,Retail Store,1,19,4,2
2024-04-12,Web,20,451,89,52
2024-04-13,Marketplace,4,72,17,11
2024-04-13,Mobile App,14,257,56,27
2024-04-13,Retail Store,2,36,9,4
2024-04-13,Web,21,421,99,53
2024-04-14,Marketplace,8,185,33,14
2024-04-14,Mobile App,13,249,65,33
2024-04-14,Retail Store,1,26,6,3
2024-04-14,Web,20,465,109,61
2024-04-15,Marketplace,6,125,34,18
2024-04-15,Mobile App,11,202,42,26
2024-04-15,Retail Store,3,67,17,10
2024-04-15,Web,18,327,85,54
2024-04-16,Marketplace,6,147,37,19
2024-04-16,Mobile App,14,371,68,41
2024-04-16,Retail Store,1,19,4,2
2024-04-16,Web,16,308,74,38
2024-04-17,Marketplace,5,119,32,17
2024-04-17,Mobile App,13,296,78,45
2024-04-17,Retail Store,3,64,17,8
2024-04-17,Web,12,227,59,33
2024-04-18,Marketplace,6,144,31,19
2024-04-18,Mobile App,8,156,39,17
2024-04-18,Retail Store,1,22,5,2
2024-04-18,Web,11,259,65,37
2024-04-19,Marketplace,5,131,28,17
2024-04-19,Mobile App,12,323,72,44
2024-04-19,Retail Store,4,100,19,12
2024-04-19,Web,20,546,106,66
2024-04-20,Marketplace,5,132,27,12
2024-04-20,Mobile App,8,164,44,22
2024-04-20,Web,17,419,81,51
2024-04-21,Marketplace,9,245,49,25
2024-04-21,Mobile App,4,110,30,17
2024-04-21,Retail Store,1,21,5,2
2024-04-21,Web,15,287,72,36
2024-04-22,Marketplace,6,136,25,12
2024-04-22,Mobile App,7,187,44,22
2024-04-22,Retail Store,4,96,20,9
2024-04-22,Web,14,332,64,37
2024-04-23,Marketplace,12,222,48,27
2024-04-23,Mobile App,9,208,49,25
2024-04-23,Retail Store,2,48,12,6
2024-04-23,Web,15,323,60,31
2024-04-24,Marketplace,9,205,43,26
2024-04-24,Mobile App,11,210,56,26
2024-04-24,Retail Store,1,24,6,3
2024-04-24,Web,15,405,103,48
2024-04-25,Marketplace,9,202,48,30
2024-04-25,Mobile App,11,242,49,24
2024-04-25,Retail Store,1,19,5,3
2024-04-25,Web,5,103,28,12
2024-04-26,Marketplace,12,325,90,56
2024-04-26,Mobile App,9,247,61,27
2024-04-26,Retail Store,3,77,20,10
2024-04-26,Web,19,400,110,60
2024-04-27,Marketplace,8,170,41,26
2024-04-27,Mobile App,6,135,32,19
2024-04-27,Retail Store,3,73,17,10
2024-04-27,Web,7,170,39,20
2024-04-28,Marketplace,6,139,28,16
2024-04-28,Mobile App,5,92,20,10
2024-04-28,Retail Store,3,59,14,8
2024-04-28,Web,12,332,83,46
2024-04-29,Marketplace,8,217,48,30
2024-04-29,Mobile App,12,318,87,42
2024-04-29,Retail Store,3,63,11,5
2024-04-29,Web,9,211,53,26
2024-04-30,Marketplace,13,310,86,42
2024-04-30,Mobile App,10,232,62,32
2024-04-30,Web,18,340,63,39
2024-05-01,Marketplace,5,128,33,16
2024-05-01,Mobile App,14,342,92,42
2024-05-01,Retail Store,3,78,15,8
2024-05-01,Web,20,399,93,42
2024-05-02,Marketplace,7,150,33,16
2024-05-02,Mobile App,9,234,56,26
2024-05-02,Retail Store,2,36,9,5
2024-05-02,Web,20,423,110,67
2024-05-03,Marketplace,5,124,27,13
2024-05-03,Mobile App,11,208,40,21
2024-05-03,Web,13,340,63,32
2024-05-04,Marketplace,4,103,22,10
2024-05-04,Mobile App,17,319,68,31
2024-05-04,Retail Store,2,46,12,6
2024-05-04,Web,19,487,113,56
2024-05-05,Marketplace,8,198,36,18
2024-05-05,Mobile App,8,196,43,26
2024-05-05,Retail Store,1,18,4,2
2024-05-05,Web,23,624,148,78
2024-05-06,Marketplace,7,161,29,17
2024-05-06,Mobile App,10,255,55,33
2024-05-06,Retail Store,1,24,5,2
2024-05-06,Web,17,321,65,29
2024-05-07,Marketplace,9,241,53,25
2024-05-07,Mobile App,16,447,117,66
2024-05-07,Retail Store,4,75,16,8
2024-05-07,Web,13,257,71,42
2024-05-08,Marketplace,11,238,60,33
2024-05-08,Mobile App,7,161,33,17
2024-05-08,Retail Store,3,72,15,9
2024-05-08,Web,20,495,91,49
2024-05-09,Marketplace,9,212,38,21
2024-05-09,Mobile App,16,306,65,31
2024-05-09,Retail Store,2,47,11,5
2024-05-09,Web,15,328,60,32
2024-05-10,Marketplace,5,92,19,9
2024-05-10,Mobile App,8,159,35,21
2024-05-10,Web,15,329,81,40
2024-05-11,Marketplace,3,61,12,7
2024-05-11,Mobile App,10,259,64,31
2024-05-11,Retail Store,2,46,12,6
2024-05-11,Web,16,329,62,36
2024-05-12,Marketplace,10,208,57,28
2024-05-12,Mobile App,19,441,101,54
2024-05-12,Retail Store,3,64,17,8
2024-05-12,Web,19,464,127,77
2024-05-13,Marketplace,5,125,25,11
2024-05-13,Mobile App,13,278,74,34
2024-05-13,Web,16,389,93,53
2024-05-14,Marketplace,7,179,49,27
2024-05-14,Mobile App,8,150,39,20
2024-05-14,Retail Store,2,47,10,5
2024-05-14,Web,13,337,61,37
2024-05-15,Marketplace,5,126,28,15
2024-05-15,Mobile App,9,247,50,29
2024-05-15,Retail Store,4,80,15,9
2024-05-15,Web,18,406,92,54
2024-05-16,Marketplace,4,92,24,14
2024-05-16,Mobile App,16,312,75,35
2024-05-16,Retail Store,1,20,4,1
2024-05-16,Web,23,577,120,54
2024-05-17,Marketplace,3,78,17,9
2024-05-17,Mobile App,11,209,43,21
2024-05-17,Retail Store,3,61,12,6
2024-05-17,Web,16,403,96,49
2024-05-18,Marketplace,8,146,33,15
2024-05-18,Mobile App,6,127,31,19
2024-05-18,Retail Store,2,52,11,5
2024-05-18,Web,16,410,99,60
2024-05-19,Marketplace,3,65,17,9
2024-05-19,Mobile App,14,278,64,29
2024-05-19,Web,18,426,115,55
2024-05-20,Marketplace,5,105,20,10
2024-05-20,Mobile App,7,163,33,19
2024-05-20,Retail Store,2,39,9,4
2024-05-20,Web,14,279,77,46
2024-05-21,Marketplace,4,99,26,12
2024-05-21,Mobile App,5,119,30,19
2024-05-21,Retail Store,1,22,5,2
2024-05-21,Web,23,622,143,83
2024-05-22,Marketplace,11,246,63,30
2024-05-22,Mobile App,10,198,48,25
2024-05-22,Retail Store,2,52,11,6
2024-05-22,Web,17,467,86,51
2024-05-23,Marketplace,3,79,19,11
2024-05-23,Mobile App,10,256,68,42
2024-05-23,Retail Store,2,54,12,7
2024-05-23,Web,17,353,67,37
2024-05-24,Marketplace,5,97,21,10
2024-05-24,Mobile App,11,279,60,32
2024-05-24,Retail Store,3,79,19,11
2024-05-24,Web,17,473,121,73
2024-05-25,Marketplace,2,44,10,5
2024-05-25,Mobile App,10,214,47,21
2024-05-25,Retail Store,1,24,6,3
2024-05-25,Web,18,355,83,38
2024-05-26,Marketplace,10,180,37,19
2024-05-26,Mobile App,6,139,36,20
2024-05-26,Retail Store,3,73,15,7
2024-05-26,Web,14,322,85,41
2024-05-27,Marketplace,9,179,43,25
2024-05-27,Mobile App,13,316,58,31
2024-05-27,Retail Store,3,61,15,9
2024-05-27,Web,15,331,73,39
2024-05-28,Marketplace,7,147,28,17
2024-05-28,Mobile App,11,213,48,23
2024-05-28,Retail Store,2,52,12,6
2024-05-28,Web,13,313,81,37
2024-05-29,Marketplace,7,171,44,27
2024-05-29,Mobile App,8,221,47,23
2024-05-29,Retail Store,3,55,13,6
2024-05-29,Web,14,283,65,41
2024-05-30,Marketplace,4,80,22,13
2024-05-30,Mobile App,10,264,73,43
2024-05-30,Retail Store,1,24,5,2
2024-05-30,Web,14,307,57,30
2024-05-31,Marketplace,3,59,11,6
2024-05-31,Mobile App,7,184,38,22
2024-05-31,Retail Store,1,26,6,2
2024-05-31,Web,16,366,91,53
2024-06-01,Marketplace,3,81,21,12
2024-06-01,Mobile App,10,237,47,21
2024-06-01,Retail Store,5,116,30,17
2024-06-01,Web,16,324,61,38
2024-06-02,Marketplace,6,112,20,10
2024-06-02,Mobile App,12,272,70,41
2024-06-02,Web,16,374,79,39
2024-06-03,Marketplace,6,141,33,18
2024-06-03,Mobile App,7,179,48,28
2024-06-03,Retail Store,1,23,4,2
2024-06-03,Web,17,452,101,48
2024-06-04,Marketplace,4,78,16,9
2024-06-04,Mobile App,11,276,60,35
2024-06-04,Retail Store,1,22,5,3
2024-06-04,Web,18,485,125,79
2024-06-05,Marketplace,3,67,18,8
2024-06-05,Mobile App,9,228,46,26
2024-06-05,Retail Store,2,44,10,5
2024-06-05,Web,17,448,116,62
2024-06-06,Marketplace,4,101,28,15
2024-06-06,Mobile App,9,225,52,26
2024-06-06,Retail Store,1,22,5,2
2024-06-06,Web,16,291,77,47
2024-06-07,Marketplace,4,105,27,15
2024-06-07,Mobile App,11,265,62,29
2024-06-07,Web,16,384,74,34
2024-06-08,Marketplace,7,141,38,20
2024-06-08,Mobile App,11,231,49,22
2024-06-08,Retail Store,1,26,5,3
2024-06-08,Web,13,361,86,43
2024-06-09,Marketplace,7,147,28,15
2024-06-09,Mobile App,13,359,99,64
2024-06-09,Web,13,291,75,38
2024-06-10,Marketplace,6,112,22,13
2024-06-10,Mobile App,10,246,63,39
2024-06-10,Retail Store,1,21,5,2
2024-06-10,Web,15,273,50,25
2024-06-11,Marketplace,7,146,28,16
2024-06-11,Mobile App,8,157,31,14
2024-06-11,Retail Store,4,100,27,12
2024-06-11,Web,17,450,98,55
2024-06-12,Marketplace,3,81,20,9
2024-06-12,Mobile App,7,166,37,19
2024-06-12,Retail Store,1,21,4,2
2024-06-12,Web,10,232,61,28
2024-06-13,Marketplace,4,84,17,9
2024-06-13,Mobile App,10,223,42,19
2024-06-13,Retail Store,1,27,6,2
2024-06-13,Web,13,348,88,50
2024-06-14,Marketplace,7,149,35,19
2024-06-14,Mobile App,10,183,44,25
2024-06-14,Retail Store,1,20,4,2
2024-06-14,Web,17,430,99,51
2024-06-15,Marketplace,4,74,19,11
2024-06-15,Mobile App,8,176,34,17
2024-06-15,Web,9,198,37,21
2024-06-16,Marketplace,9,215,50,24
2024-06-16,Mobile App,4,90,22,13
2024-06-16,Retail Store,1,19,4,2
2024-06-16,Web,7,128,33,20
2024-06-17,Marketplace,3,63,16,7
2024-06-17,Mobile App,6,143,37,20
2024-06-17,Retail Store,2,54,10,4
2024-06-17,Web,9,223,59,31
2024-06-18,Marketplace,3,80,18,10
2024-06-18,Mobile App,6,122,28,13
2024-06-18,Retail Store,2,40,7,3
2024-06-18,Web,15,365,86,55
2024-06-19,Marketplace,7,130,33,16
2024-06-19,Mobile App,14,385,78,39
2024-06-19,Retail Store,1,26,6,3
2024-06-19,Web,10,239,46,27
2024-06-20,Marketplace,3,69,15,9
2024-06-20,Mobile App,8,174,39,23
2024-06-20,Retail Store,1,20,5,2
2024-06-20,Web,11,230,56,26
2024-06-21,Marketplace,8,180,40,20
2024-06-21,Mobile App,9,195,51,25
2024-06-21,Retail Store,3,69,18,9
2024-06-21,Web,11,234,58,30
2024-06-22,Marketplace,2,55,15,9
2024-06-22,Mobile App,8,168,42,24
2024-06-22,Web,10,206,53,31
2024-06-23,Marketplace,3,75,16,10
2024-06-23,Mobile App,9,170,43,24
2024-06-23,Retail Store,6,154,34,20
2024-06-23,Web,17,469,89,42
2024-06-24,Marketplace,9,198,39,18
2024-06-24,Mobile App,6,127,33,16
2024-06-24,Retail Store,4,100,20,11
2024-06-24,Web,10,203,40,20
2024-06-25,Marketplace,2,41,9,5
2024-06-25,Mobile App,7,194,47,22
2024-06-25,Retail Store,2,45,11,5
2024-06-25,Web,18,373,101,51
2024-06-26,Marketplace,8,162,29,15
