order_id,order_date,customer_id,channel,status
O116077,2024-02-21,C5005,Web,Completed
O116078,2023-01-20,C3857,Web,Completed
O116079,2024-05-29,C5553,Web,Completed
O116080,2024-09-12,C2022,Marketplace,Completed
O116081,2024-02-18,C5365,Web,Completed
O116082,2024-01-18,C2654,Web,Completed
O116083,2024-09-05,C2830,Web,Completed
O116084,2023-10-19,C5025,Marketplace,Completed
O116085,2023-12-14,C1882,Mobile App,Completed
O116086,2023-02-27,C5496,Mobile App,Completed
O116087,2023-05-08,C3797,Retail Store,Completed
O116088,2023-10-03,C3937,Web,Completed
O116089,2024-08-13,C5360,Mobile App,Returned
O116090,2023-11-22,C3795,Web,Completed
O116091,2024-03-04,C5028,Mobile App,Completed
O116092,2023-12-14,C2327,Mobile App,Completed
O116093,2024-06-17,C3282,Web,Completed
O116094,2023-11-16,C2117,Web,Completed
O116095,2023-07-03,C4874,Web,Completed
O116096,2024-07-14,C5518,Web,Completed
O116097,2023-08-27,C1927,Marketplace,Completed
O116098,2024-07-24,C5648,Marketplace,Completed
O116099,2024-11-25,C1127,Web,Completed
O116100,2023-04-30,C4962,Web,Completed
O116101,2023-05-19,C5567,Mobile App,Returned
O116102,2024-02-16,C4982,Marketplace,Completed
O116103,2024-06-12,C5747,Mobile App,Completed
O116104,2023-01-01,C5408,Mobile App,Completed
O116105,2024-02-06,C4631,Web,Completed
O116106,2024-12-15,C1924,Mobile App,Completed
O116107,2024-06-14,C2686,Mobile App,Completed
O116108,2024-12-26,C1969,Web,Completed
O116109,2023-10-06,C1419,Web,Completed
O116110,2023-12-17,C3369,Mobile App,Completed
O116111,2023-12-09,C1174,Web,Completed
O116112,2024-01-01,C1880,Web,Completed
O116113,2024-09-15,C1121,Web,Completed
O116114,2024-04-11,C4869,Web,Completed
O116115,2024-10-03,C2467,Web,Completed
O116116,2023-12-01,C5168,Mobile App,Completed
O116117,2024-08-06,C2347,Marketplace,Completed
O116118,2024-12-18,C3950,Web,Completed
O116119,2024-02-14,C2290,Mobile App,Completed
O116120,2023-10-12,C3899,Mobile App,Completed
O116121,2023-12-18,C5428,Mobile App,Completed
O116122,2024-04-10,C2906,Web,Completed
O116123,2023-02-02,C1867,Web,Completed
O116124,2024-05-01,C2305,Marketplace,Completed
O116125,2024-10-12,C1590,Marketplace,Completed
O116126,2023-10-26,C4628,Marketplace,Completed
O116127,2023-12-04,C3023,Web,Completed
O116128,2024-01-03,C3399,Mobile App,Completed
O116129,2023-04-30,C4898,Web,Completed
O116130,2024-12-23,C3824,Marketplace,Completed
O116131,2024-06-29,C3361,Mobile App,Completed
O116132,2024-06-10,C1665,Web,Cancelled
O116133,2024-11-25,C4329,Web,Completed
O116134,2024-08-31,C2950,Mobile App,Completed
O116135,2023-07-07,C4262,Mobile App,Completed
O116136,2024-06-14,C1171,Marketplace,Completed
O116137,2023-04-28,C1763,Retail Store,Completed
O116138,2024-01-02,C5549,Web,Completed
O116139,2024-06-10,C4705,Mobile App,Completed
O116140,2023-09-29,C4032,Mobile App,Completed
O116141,2023-04-29,C1602,Mobile App,Completed
O116142,2024-12-15,C3857,Web,Completed
O116143,2024-11-15,C4563,Mobile App,Completed
O116144,2024-03-12,C4925,Web,Completed
O116145,2023-11-14,C5617,Web,Completed
O116146,2024-11-10,C5262,Mobile App,Completed
O116147,2024-06-20,C1578,Mobile App,Completed
O116148,2023-04-21,C2718,Mobile App,Completed
O116149,2023-11-20,C1632,Web,Completed
O116150,2024-08-28,C1770,Retail Store,Cancelled
O116151,2024-01-29,C5940,Mobile App,Completed
O116152,2024-07-18,C3074,Web,Completed
O116153,2023-12-18,C5857,Marketplace,Completed
O116154,2024-08-18,C5882,Web,Completed
O116155,2024-10-07,C3434,Web,Completed
O116156,2024-03-04,C3906,Marketplace,Completed
O116157,2024-06-06,C1751,Mobile App,Completed
O116158,2023-06-25,C2070,Web,Completed
O116159,2023-06-23,C4191,Mobile App,Completed
O116160,2024-11-19,C5337,Web,Completed
O116161,2023-11-22,C3633,Mobile App,Returned
O116162,2023-02-23,C2014,Mobile App,Completed
O116163,2023-11-23,C2944,Web,Completed
O116164,2023-04-20,C3971,Marketplace,Cancelled
O116165,2024-10-09,C4654,Web,Completed
O116166,2024-12-30,C1491,Web,Completed
O116167,2024-12-02,C2194,Web,Completed
O116168,2024-10-23,C1926,Mobile App,Completed
O116169,2023-01-22,C4890,Web,Completed
O116170,2023-11-03,C2386,Web,Completed
O116171,2023-07-10,C4248,Mobile App,Cancelled
O116172,2023-09-06,C1643,Retail Store,Completed
O116173,2024-12-12,C1581,Mobile App,Completed
O116174,2023-03-06,C1565,Mobile App,Completed
O116175,2024-08-29,C3136,Mobile App,Completed
O116176,2024-09-05,C1101,Mobile App,Completed
O116177,2024-10-14,C3589,Marketplace,Returned
O116178,2024-12-10,C2347,Mobile App,Completed
O116179,2024-07-15,C3391,Retail Store,Completed
O116180,2023-11-04,C4077,Marketplace,Completed
O116181,2023-11-24,C3342,Mobile App,Completed
O116182,2024-12-20,C4966,Web,Completed
O116183,2024-01-16,C4954,Retail Store,Completed
O116184,2023-06-12,C4057,Web,Completed
O116185,2024-03-05,C3704,Web,Completed
O116186,2024-08-28,C3856,Web,Completed
O116187,2024-11-12,C2121,Retail Store,Completed
O116188,2023-01-31,C3491,Marketplace,Completed
O116189,2023-10-22,C3930,Web,Completed
O116190,2023-08-17,C5662,Web,Completed
O116191,2024-05-08,C2458,Web,Returned
O116192,2023-06-01,C4506,Retail Store,Completed
O116193,2024-08-20,C1976,Web,Completed
O116194,2023-11-26,C1470,Web,Returned
O116195,2023-12-12,C5973,Mobile App,Completed
O116196,2024-02-04,C2276,Web,Completed
O116197,2023-09-13,C4164,Web,Completed
O116198,2023-07-20,C2296,Mobile App,Completed
O116199,2024-06-03,C2654,Mobile App,Completed
O116200,2024-01-28,C4838,Web,Completed
O116201,2023-04-27,C2356,Web,Completed
O116202,2023-12-17,C1326,Web,Completed
O116203,2023-10-30,C3071,Marketplace,Completed
O116204,2023-10-09,C4834,Marketplace,Completed
O116205,2024-11-13,C4866,Web,Completed
O116206,2024-08-13,C3981,Marketplace,Completed
O116207,2023-05-21,C4815,Marketplace,Completed
O116208,2024-09-20,C5018,Marketplace,Completed
O116209,2024-03-07,C3815,Marketplace,Completed
O116210,2023-11-06,C3280,Retail Store,Completed
O116211,2024-09-09,C5103,Web,Completed
O116212,2023-10-03,C4417,Web,Completed
O116213,2024-11-25,C3641,Web,Completed
O116214,2024-11-14,C1540,Mobile App,Completed
O116215,2024-03-14,C4983,Web,Completed
O116216,2023-09-01,C1239,Mobile App,Completed
O116217,2023-05-26,C5008,Web,Completed
O116218,2024-05-01,C3800,Web,Completed
O116219,2023-06-03,C3813,Mobile App,Completed
O116220,2024-01-10,C5784,Marketplace,Completed
O116221,2024-06-25,C1915,Marketplace,Completed
O116222,2024-01-25,C3133,Retail Store,Completed
O116223,2023-03-22,C4674,Web,Completed
O116224,2024-04-03,C5521,Mobile App,Completed
O116225,2024-02-01,C5169,Mobile App,Completed
O116226,2024-12-27,C4447,Mobile App,Completed
O116227,2024-03-08,C3657,Web,Completed
O116228,2024-01-02,C5537,Web,Completed
O116229,2024-12-24,C4540,Mobile App,Completed
O116230,2023-01-29,C3776,Marketplace,Completed
O116231,2023-04-19,C3444,Marketplace,Completed
O116232,2023-02-26,C2648,Mobile App,Completed
O116233,2023-04-01,C1032,Mobile App,Completed
O116234,2024-06-18,C4585,Web,Cancelled
O116235,2023-11-02,C4905,Mobile App,Completed
O116236,2024-05-30,C1264,Mobile App,Completed
O116237,2023-03-07,C3258,Web,Completed
O116238,2023-12-16,C2658,Retail Store,Completed
O116239,2023-05-27,C5820,Web,Completed
O116240,2024-11-23,C5107,Web,Completed
O116241,2023-08-10,C1142,Mobile App,Completed
O116242,2024-05-14,C3049,Marketplace,Completed
O116243,2024-09-07,C5343,Web,Completed
O116244,2024-11-22,C4268,Mobile App,Completed
O116245,2024-12-21,C1683,Web,Completed
O116246,2023-01-17,C3139,Web,Completed
O116247,2024-01-22,C1401,Web,Completed
O116248,2024-09-11,C2207,Marketplace,Completed
O116249,2024-09-08,C3027,Web,Completed
O116250,2023-09-21,C5367,Mobile App,Returned
O116251,2023-12-24,C1907,Mobile App,Completed
O116252,2023-04-20,C3623,Mobile App,Completed
O116253,2023-04-12,C4277,Web,Completed
O116254,2023-10-03,C4859,Retail Store,Completed
O116255,2024-12-11,C4031,Web,Completed
O116256,2023-02-28,C1653,Web,Completed
O116257,2024-01-22,C5182,Marketplace,Completed
O116258,2024-02-11,C5734,Web,Completed
O116259,2023-11-18,C5250,Mobile App,Returned
O116260,2024-11-18,C1930,Web,Completed
O116261,2023-02-09,C2461,Web,Completed
O116262,2024-10-08,C1292,Mobile App,Completed
O116263,2023-02-03,C4863,Mobile App,Completed
O116264,2023-07-25,C2070,Web,Completed
O116265,2024-12-27,C5703,Marketplace,Completed
O116266,2023-04-22,C4124,Retail Store,Completed
O116267,2023-09-20,C2602,Web,Completed
O116268,2023-05-11,C3288,Marketplace,Completed
O116269,2023-05-21,C2790,Mobile App,Completed
O116270,2024-11-20,C1464,Mobile App,Completed
O116271,2023-09-04,C1764,Marketplace,Completed
O116272,2024-03-22,C3674,Mobile App,Completed
O116273,2023-07-28,C5979,Marketplace,Completed
O116274,2024-03-04,C1875,Web,Completed
O116275,2024-04-15,C5768,Web,Completed
O116276,2023-12-27,C1818,Mobile App,Completed
O116277,2024-08-03,C4544,Mobile App,Completed
O116278,2023-09-02,C5609,Marketplace,Completed
O116279,2023-11-06,C1118,Marketplace,Completed
O116280,2024-03-30,C2458,Mobile App,Completed
O116281,2023-11-20,C3564,Web,Completed
O116282,2024-07-07,C3701,Mobile App,Completed
O116283,2023-01-11,C5363,Web,Completed
O116284,2023-09-12,C2606,Web,Completed
O116285,2024-07-07,C1444,Marketplace,Completed
O116286,2024-07-28,C4261,Web,Completed
O116287,2024-10-08,C3101,Web,Completed
O116288,2023-11-04,C2007,Web,Completed
O116289,2024-12-12,C1464,Web,Completed
O116290,2023-10-09,C2651,Web,Completed
O116291,2024-08-25,C5478,Web,Completed
O116292,2023-05-07,C1216,Mobile App,Completed
O116293,2024-12-08,C4173,Marketplace,Completed
O116294,2024-04-02,C2283,Retail Store,Completed
O116295,2023-09-16,C4100,Web,Completed
O116296,2023-08-29,C5363,Web,Completed
O116297,2024-03-19,C2583,Web,Completed
O116298,2023-05-25,C3014,Mobile App,Completed
O116299,2024-11-02,C3038,Mobile App,Completed
O116300,2024-06-11,C4549,Marketplace,Completed
O116301,2023-08-08,C4784,Web,Completed
O116302,2023-08-22,C2987,Marketplace,Completed
O116303,2023-10-07,C1444,Mobile App,Returned
O116304,2023-09-23,C3718,Marketplace,Completed
O116305,2023-05-06,C4486,Web,Completed
O116306,2023-01-03,C3309,Web,Completed
O116307,2024-03-06,C3484,Web,Completed
O116308,2023-08-10,C4339,Mobile App,Completed
O116309,2023-04-01,C3085,Web,Completed
O116310,2024-10-28,C4583,Marketplace,Completed
O116311,2024-11-17,C4167,Marketplace,Completed
O116312,2024-03-23,C1500,Marketplace,Completed
O116313,2023-07-12,C1087,Marketplace,Completed
O116314,2023-02-04,C5853,Web,Completed
O116315,2023-01-08,C3656,Mobile App,Completed
O116316,2023-12-16,C4902,Mobile App,Completed
O116317,2023-12-19,C3837,Mobile App,Completed
O116318,2023-12-05,C2302,Mobile App,Completed
O116319,2024-11-02,C1559,Web,Completed
O116320,2024-12-25,C5248,Web,Returned
O116321,2023-03-23,C1585,Web,Completed
O116322,2023-07-06,C3010,Web,Completed
O116323,2023-04-05,C2924,Marketplace,Completed
O116324,2024-12-08,C1866,Web,Completed
O116325,2024-11-06,C5610,Web,Completed
O116326,2023-11-02,C3624,Retail Store,Completed
O116327,2023-11-08,C4048,Web,Completed
O116328,2023-11-03,C2898,Web,Completed
O116329,2023-05-20,C3795,Web,Completed
O116330,2023-03-19,C5419,Marketplace,Completed
O116331,2023-07-19,C5869,Web,Completed
O116332,2023-10-10,C2474,Web,Returned
O116333,2023-04-24,C3694,Marketplace,Completed
O116334,2024-11-10,C2814,Mobile App,Completed
O116335,2024-10-02,C1130,Marketplace,Completed
O116336,2023-08-12,C4340,Marketplace,Completed
O116337,2024-03-24,C5183,Web,Completed
O116338,2023-04-15,C3329,Web,Completed
O116339,2024-11-07,C5783,Mobile App,Completed
O116340,2023-06-05,C4761,Mobile App,Completed
O116341,2023-08-31,C5852,Mobile App,Completed
O116342,2024-05-02,C1150,Mobile App,Completed
O116343,2023-01-06,C2056,Retail Store,Completed
O116344,2024-02-15,C2387,Web,Completed
O116345,2024-06-20,C3716,Web,Returned
O116346,2023-06-30,C5664,Marketplace,Completed
O116347,2023-12-12,C3031,Marketplace,Completed
O116348,2024-05-19,C2140,Web,Completed
O116349,2023-07-11,C3205,Marketplace,Completed
O116350,2023-05-07,C3308,Marketplace,Completed
O116351,2024-02-22,C2605,Web,Completed
O116352,2024-08-12,C4566,Web,Completed
O116353,2023-08-09,C1138,Mobile App,Completed
O116354,2023-12-07,C2535,Mobile App,Completed
O116355,2023-03-04,C2005,Mobile App,Returned
O116356,2024-07-28,C1355,Web,Completed
O116357,2023-04-09,C1440,Mobile App,Completed
O116358,2023-02-20,C5288,Marketplace,Completed
O116359,2024-11-03,C3429,Web,Completed
O116360,2023-05-16,C5875,Web,Completed
O116361,2024-04-27,C1913,Mobile App,Completed
O116362,2023-12-28,C5734,Web,Completed
O116363,2024-11-07,C3507,Web,Completed
O116364,2024-03-25,C1543,Web,Completed
O116365,2023-09-20,C2000,Web,Completed
O116366,2023-06-20,C3432,Mobile App,Completed
O116367,2024-11-01,C4408,Web,Completed
O116368,2024-11-29,C5115,Mobile App,Completed
O116369,2024-09-01,C5595,Marketplace,Completed
O116370,2023-04-19,C5450,Mobile App,Completed
O116371,2023-09-19,C3916,Marketplace,Completed
O116372,2023-10-05,C1142,Web,Completed
O116373,2024-03-05,C1519,Retail Store,Completed
O116374,2024-09-17,C5973,Web,Completed
O116375,2023-06-19,C1788,Mobile App,Completed
O116376,2024-04-17,C1468,Mobile App,Completed
O116377,2024-04-05,C5090,Web,Cancelled
O116378,2023-07-10,C3753,Web,Completed
O116379,2024-03-11,C3080,Web,Completed
O116380,2023-07-03,C3233,Marketplace,Completed
O116381,2023-01-18,C4407,Web,Completed
O116382,2023-04-24,C5977,Mobile App,Completed
O116383,2024-02-27,C4383,Web,Completed
O116384,2024-08-17,C3848,Mobile App,Completed
O116385,2023-12-27,C2065,Web,Completed
O116386,2023-11-28,C2697,Web,Completed
O116387,2024-05-10,C2462,Mobile App,Returned
O116388,2024-08-03,C4660,Marketplace,Completed
O116389,2024-06-23,C4598,Marketplace,Completed
O116390,2023-11-30,C1189,Marketplace,Completed
O116391,2023-08-26,C1059,Web,Completed
O116392,2024-12-22,C5745,Web,Completed
O116393,2024-06-19,C3448,Web,Completed
O116394,2024-10-12,C5618,Retail Store,Completed
O116395,2023-03-05,C1673,Retail Store,Completed
O116396,2023-12-03,C2854,Retail Store,Completed
O116397,2023-08-18,C3556,Mobile App,Completed
O116398,2024-10-25,C1976,Web,Completed
O116399,2023-12-26,C3440,Marketplace,Completed
O116400,2023-06-10,C2285,Marketplace,Completed
O116401,2024-03-12,C3768,Web,Completed
O116402,2023-04-04,C3126,Web,Returned
O116403,2024-11-22,C2764,Retail Store,Completed
O116404,2024-11-21,C4727,Mobile App,Completed
O116405,2023-08-18,C2146,Retail Store,Completed
O116406,2024-08-30,C2427,Mobile App,Returned
O116407,2023-07-30,C3350,Retail Store,Completed
O116408,2023-05-05,C2408,Mobile App,Completed
O116409,2023-08-18,C3330,Marketplace,Completed
O116410,2024-08-09,C1866,Mobile App,Completed
O116411,2024-05-10,C3334,Marketplace,Completed
O116412,2023-06-15,C3463,Web,Completed
O116413,2024-07-20,C3668,Mobile App,Completed
O116414,2023-02-01,C3633,Web,Completed
O116415,2023-10-08,C3417,Marketplace,Completed
O116416,2023-05-11,C2875,Web,Returned
O116417,2024-06-25,C2707,Web,Completed
O116418,2023-04-22,C3642,Web,Completed
O116419,2023-02-25,C2431,Marketplace,Completed
O116420,2024-10-12,C2635,Web,Completed
O116421,2024-12-14,C4670,Web,Completed
O116422,2023-08-20,C4865,Mobile App,Completed
O116423,2023-12-21,C3716,Marketplace,Completed
O116424,2024-03-29,C4828,Mobile App,Completed
O116425,2024-03-06,C1548,Mobile App,Completed
O116426,2023-01-20,C5330,Mobile App,Completed
O116427,2024-12-15,C2033,Mobile App,Completed
O116428,2024-11-13,C3106,Web,Completed
O116429,2023-12-22,C3335,Web,Returned
O116430,2023-05-05,C2951,Mobile App,Completed
O116431,2024-06-30,C1159,Web,Completed
O116432,2024-01-11,C4809,Web,Completed
O116433,2023-07-27,C1629,Mobile App,Cancelled
O116434,2023-02-15,C5396,Web,Completed
O116435,2024-02-16,C1679,Marketplace,Completed
O116436,2024-08-17,C4163,Marketplace,Completed
O116437,2023-02-08,C5341,Marketplace,Completed
O116438,2024-07-10,C4327,Mobile App,Completed
O116439,2024-08-24,C2907,Marketplace,Completed
O116440,2023-03-01,C4150,Mobile App,Returned
O116441,2024-03-18,C5307,Marketplace,Completed
O116442,2024-01-31,C4101,Mobile App,Completed
O116443,2023-07-11,C2830,Mobile App,Completed
O116444,2024-01-29,C2225,Web,Completed
O116445,2023-02-06,C4535,Marketplace,Completed
O116446,2024-09-29,C1888,Mobile App,Completed
O116447,2024-01-31,C3610,Mobile App,Completed
O116448,2023-09-30,C1745,Web,Completed
O116449,2023-09-25,C2144,Mobile App,Completed
O116450,2023-11-14,C5420,Retail Store,Completed
O116451,2023-05-21,C5511,Retail Store,Completed
O116452,2024-03-15,C5104,Retail Store,Completed
O116453,2023-05-15,C5379,Retail Store,Completed
O116454,2024-02-16,C4829,Mobile App,Returned
O116455,2024-04-25,C4741,Mobile App,Completed
O116456,2024-01-04,C4932,Marketplace,Completed
O116457,2023-09-13,C4319,Mobile App,Returned
O116458,2023-03-07,C4869,Web,Completed
O116459,2023-01-06,C3215,Marketplace,Completed
O116460,2023-11-16,C4592,Web,Completed
O116461,2023-02-07,C1665,Web,Completed
O116462,2024-03-08,C2982,Marketplace,Completed
O116463,2024-12-03,C3102,Marketplace,Completed
O116464,2023-02-28,C3890,Web,Completed
O116465,2023-10-14,C4627,Web,Completed
O116466,2024-07-08,C5942,Web,Completed
O116467,2023-01-07,C3398,Marketplace,Completed
O116468,2023-12-30,C5046,Web,Completed
O116469,2024-02-23,C5913,Mobile App,Completed
O116470,2023-03-23,C2271,Web,Completed
O116471,2023-06-04,C4147,Marketplace,Completed
O116472,2023-03-21,C1620,Retail Store,Completed
O116473,2024-12-28,C1806,Web,Completed
O116474,2024-12-22,C3576,Web,Completed
O116475,2023-11-30,C1391,Mobile App,Completed
O116476,2023-01-20,C3691,Web,Completed
O116477,2024-09-12,C2074,Web,Completed
O116478,2024-03-22,C4430,Web,Returned
O116479,2024-02-05,C3703,Mobile App,Completed
O116480,2024-11-22,C4993,Web,Completed
O116481,2024-07-12,C5834,Web,Completed
O116482,2024-06-20,C5174,Mobile App,Completed
O116483,2024-06-30,C5940,Mobile App,Completed
O116484,2023-12-28,C3602,Retail Store,Completed
O116485,2023-04-14,C4817,Mobile App,Cancelled
O116486,2023-07-12,C5701,Web,Completed
O116487,2023-08-16,C2211,Web,Completed
O116488,2023-09-19,C5205,Mobile App,Completed
O116489,2024-11-26,C5963,Web,Completed
O116490,2023-03-02,C2679,Marketplace,Completed
O116491,2024-04-16,C5693,Web,Completed
O116492,2023-02-16,C3028,Web,Completed
O116493,2024-08-06,C4258,Mobile App,Completed
O116494,2023-12-09,C1297,Mobile App,Completed
O116495,2023-11-07,C1078,Mobile App,Completed
O116496,2024-11-19,C4939,Web,Completed
O116497,2024-06-30,C2250,Marketplace,Returned
O116498,2023-07-19,C4946,Web,Completed
O116499,2023-10-21,C3428,Retail Store,Completed
O116500,2023-02-28,C1491,Mobile App,Completed
O116501,2024-06-02,C2488,Web,Completed
O116502,2024-03-16,C1961,Mobile App,Completed
O116503,2023-06-28,C4063,Web,Completed
O116504,2023-04-28,C1520,Web,Completed
O116505,2023-08-01,C3852,Web,Completed
O116506,2024-11-03,C5094,Mobile App,Completed
O116507,2024-03-29,C5913,Marketplace,Cancelled
O116508,2024-09-22,C4422,Mobile App,Returned
O116509,2024-05-07,C3186,Mobile App,Completed
O116510,2023-12-03,C3579,Web,Completed
O116511,2024-01-07,C1147,Web,Completed
O116512,2024-05-31,C5486,Web,Completed
O116513,2024-06-08,C1250,Web,Returned
O116514,2024-02-23,C5881,Mobile App,Completed
O116515,2024-06-14,C1790,Web,Completed
O116516,2023-09-25,C5595,Web,Completed
O116517,2024-10-20,C2255,Mobile App,Completed
O116518,2023-08-23,C1211,Web,Completed
O116519,2024-02-05,C4350,Web,Completed
O116520,2023-09-13,C5786,Mobile App,Completed
O116521,2023-12-20,C4388,Web,Completed
O116522,2023-04-02,C2638,Web,Completed
O116523,2024-05-12,C5215,Mobile App,Completed
O116524,2024-11-24,C3946,Marketplace,Completed
O116525,2023-10-17,C1024,Mobile App,Completed
O116526,2024-08-11,C1954,Web,Completed
O116527,2023-11-22,C4391,Mobile App,Completed
O116528,2024-03-14,C1315,Web,Completed
O116529,2024-09-24,C3807,Mobile App,Completed
O116530,2023-04-11,C2510,Marketplace,Completed
O116531,2023-06-30,C2283,Web,Completed
O116532,2024-04-01,C3600,Marketplace,Completed
O116533,2024-08-02,C3993,Web,Completed
O116534,2023-07-14,C3825,Mobile App,Completed
O116535,2023-09-04,C1732,Web,Completed
O116536,2024-08-14,C4429,Marketplace,Completed
O116537,2024-07-31,C1102,Mobile App,Completed
O116538,2024-01-11,C3115,Web,Completed
O116539,2024-08-09,C3367,Mobile App,Completed
O116540,2024-12-30,C3736,Marketplace,Completed
O116541,2024-01-05,C4187,Mobile App,Completed
O116542,2023-12-20,C5211,Marketplace,Completed
O116543,2024-08-02,C3755,Web,Cancelled
O116544,2023-12-08,C4694,Marketplace,Completed
O116545,2023-07-18,C4948,Web,Completed
O116546,2024-12-11,C3142,Marketplace,Completed
O116547,2023-10-04,C2177,Mobile App,Completed
O116548,2024-06-18,C4419,Web,Completed
O116549,2024-12-18,C2710,Web,Completed
O116550,2023-10-15,C1713,Mobile App,Completed
O116551,2024-10-06,C3943,Mobile App,Completed
O116552,2023-01-13,C2329,Mobile App,Completed
O116553,2024-07-24,C2938,Mobile App,Returned
O116554,2023-01-08,C3379,Marketplace,Completed
O116555,2023-10-17,C4881,Marketplace,Completed
O116556,2023-06-22,C4205,Mobile App,Completed
O116557,2024-12-23,C1061,Web,Returned
O116558,2024-11-27,C1542,Mobile App,Completed
O116559,2024-01-18,C4850,Web,Completed
O116560,2024-12-24,C5614,Web,Completed
O116561,2023-10-31,C5066,Mobile App,Completed
O116562,2024-08-31,C1890,Marketplace,Completed
O116563,2023-11-21,C4503,Web,Completed
O116564,2024-02-04,C1494,Web,Completed
O116565,2023-06-13,C3748,Web,Completed
O116566,2024-01-03,C2508,Mobile App,Cancelled
O116567,2024-09-05,C2222,Web,Completed
O116568,2023-04-24,C2718,Mobile App,Completed
O116569,2024-08-01,C1730,Web,Completed
O116570,2023-01-26,C5682,Web,Completed
O116571,2023-12-21,C5461,Marketplace,Completed
O116572,2024-04-10,C5502,Web,Completed
O116573,2023-07-29,C5998,Web,Completed
O116574,2023-04-22,C5316,Retail Store,Completed
O116575,2023-10-24,C1824,Web,Completed
O116576,2024-02-12,C3344,Marketplace,Completed
O116577,2023-02-23,C2910,Web,Completed
O116578,2023-02-13,C1047,Web,Completed
O116579,2024-05-29,C2144,Mobile App,Completed
O116580,2023-04-24,C4514,Marketplace,Completed
O116581,2024-06-05,C2025,Web,Completed
O116582,2024-11-09,C3991,Web,Completed
O116583,2024-03-13,C4515,Marketplace,Completed
O116584,2023-12-14,C1013,Marketplace,Completed
O116585,2024-05-04,C5679,Mobile App,Returned
O116586,2024-08-01,C3352,Web,Completed
O116587,2023-08-22,C2991,Retail Store,Completed
O116588,2024-05-28,C1068,Web,Completed
O116589,2024-10-02,C5203,Marketplace,Completed
O116590,2024-02-11,C5466,Web,Completed
O116591,2023-11-25,C5372,Marketplace,Completed
O116592,2024-09-07,C3913,Marketplace,Completed
O116593,2024-03-22,C4440,Web,Completed
O116594,2023-07-27,C5152,Web,Completed
O116595,2023-05-21,C4895,Web,Completed
O116596,2023-04-20,C3466,Marketplace,Completed
O116597,2024-03-13,C1448,Mobile App,Completed
O116598,2024-12-13,C3017,Web,Completed
O116599,2023-01-02,C4955,Mobile App,Completed
O116600,2024-05-10,C5842,Marketplace,Completed
O116601,2023-12-14,C1748,Web,Completed
O116602,2023-02-24,C5270,Web,Completed
O116603,2024-01-21,C4621,Marketplace,Completed
O116604,2024-05-17,C2828,Mobile App,Completed
O116605,2024-10-08,C5779,Mobile App,Completed
O116606,2023-12-19,C1244,Marketplace,Completed
O116607,2024-04-16,C2422,Web,Completed
O116608,2024-09-19,C1402,Mobile App,Completed
O116609,2023-11-12,C3400,Marketplace,Completed
O116610,2024-08-25,C4787,Mobile App,Completed
O116611,2023-01-02,C3357,Mobile App,Completed
O116612,2023-04-06,C2962,Mobile App,Cancelled
O116613,2023-09-09,C1947,Web,Completed
O116614,2023-08-05,C2690,Web,Completed
O116615,2023-09-22,C1094,Web,Completed
O116616,2023-12-31,C3964,Web,Completed
O116617,2023-03-28,C4814,Web,Completed
O116618,2024-11-13,C4610,Marketplace,Completed
O116619,2024-12-17,C5454,Mobile App,Completed
O116620,2023-12-11,C3309,Marketplace,Completed
O116621,2023-05-02,C2341,Mobile App,Completed
O116622,2023-10-30,C3522,Mobile App,Completed
O116623,2024-12-09,C4362,Mobile App,Completed
O116624,2024-08-24,C4636,Marketplace,Completed
O116625,2024-01-25,C4060,Web,Completed
O116626,2023-05-30,C1836,Web,Completed
O116627,2023-01-05,C2622,Marketplace,Completed
O116628,2024-08-11,C1626,Marketplace,Returned
O116629,2024-11-17,C2365,Web,Completed
O116630,2023-09-15,C2965,Mobile App,Completed
O116631,2024-08-15,C5351,Web,Completed
O116632,2023-10-25,C2859,Marketplace,Completed
O116633,2023-02-01,C2987,Marketplace,Completed
O116634,2024-04-15,C4157,Mobile App,Completed
O116635,2024-12-26,C5985,Mobile App,Completed
O116636,2024-04-29,C2396,Marketplace,Completed
O116637,2023-06-10,C5159,Web,Completed
O116638,2023-05-03,C5627,Mobile App,Completed
O116639,2024-10-07,C5171,Web,Completed
O116640,2024-06-11,C1841,Retail Store,Completed
O116641,2023-09-12,C2088,Web,Completed
O116642,2023-10-24,C4908,Web,Returned
O116643,2024-04-10,C3074,Web,Completed
O116644,2024-07-08,C3360,Web,Completed
O116645,2024-11-21,C1609,Retail Store,Completed
O116646,2024-12-12,C1818,Marketplace,Completed
O116647,2023-05-06,C2881,Marketplace,Completed
O116648,2023-10-28,C4534,Web,Completed
O116649,2024-04-08,C5989,Web,Completed
O116650,2023-08-25,C1384,Mobile App,Completed
O116651,2023-10-16,C4161,Mobile App,Completed
O116652,2023-04-12,C5621,Retail Store,Completed
O116653,2024-02-07,C2678,Web,Completed
O116654,2023-09-07,C5435,Mobile App,Completed
O116655,2024-07-05,C2460,Mobile App,Returned
O116656,2023-05-09,C3760,Mobile App,Completed
O116657,2023-09-26,C2068,Retail Store,Completed
O116658,2024-04-27,C5163,Marketplace,Completed
O116659,2024-09-28,C1552,Mobile App,Completed
O116660,2023-11-19,C3870,Web,Completed
O116661,2024-05-12,C1847,Web,Completed
O116662,2023-08-23,C2018,Mobile App,Completed
O116663,2024-08-26,C2831,Web,Completed
O116664,2023-01-12,C1463,Mobile App,Completed
