shipment_id,order_id,order_date,ship_date,delivery_date,warehouse_id,warehouse_city,region,carrier,product_line,processing_days,transit_days,total_days,shipping_cost,status
S210963,O510963,2024-08-20,2024-08-22 02:52:48.000000000,2024-08-25 21:51:12.086759730,WH-LON,London,Europe,Local,Sports,2.12,3.79,5.91,7.1,On-time
S224229,O524229,2024-08-20,2024-08-21 05:45:36.000000000,2024-08-22 05:45:36.000000000,WH-LAX,Los Angeles,North America,DHL,Apparel,1.24,1.0,2.24,14.24,On-time
S218104,O518104,2024-08-20,2024-08-22 06:28:48.000000000,2024-08-25 17:34:41.090004989,WH-SIN,Singapore,APAC,UPS,Electronics,2.27,3.46,5.73,16.19,On-time
S200423,O500423,2024-08-21,2024-08-22 03:21:36.000000000,,WH-LAX,Los Angeles,North America,Local,Beauty,1.14,3.73,4.87,6.76,Failed
S225762,O525762,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-25 12:07:01.997634786,WH-AMS,Amsterdam,Europe,UPS,Sports,2.0,2.5,4.5,14.43,On-time
S229612,O529612,2024-08-21,2024-08-24 00:00:00.000000000,2024-08-28 20:42:13.994396040,WH-SAO,Sao Paulo,LATAM,USPS,Home,3.0,4.86,7.86,20.51,Late
S228911,O528911,2024-08-21,2024-08-22 05:16:48.000000000,2024-08-24 09:05:33.783772021,WH-LAX,Los Angeles,North America,DHL,Beauty,1.22,2.16,3.38,10.15,On-time
S221820,O521820,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-23 21:50:30.588573894,WH-NYC,New York,North America,DHL,Home,1.0,1.91,2.91,9.51,On-time
S214677,O514677,2024-08-21,2024-08-25 12:33:52.516176494,2024-08-28 00:46:54.675694254,WH-LON,London,Europe,DHL,Sports,4.52,2.51,7.03,11.02,Late
S217539,O517539,2024-08-21,2024-08-24 18:28:48.000000000,2024-08-29 02:17:13.885975222,WH-SAO,Sao Paulo,LATAM,USPS,Beauty,3.77,4.33,8.1,19.77,Late
S207181,O507181,2024-08-21,2024-08-23 00:23:46.662887149,2024-08-25 07:24:40.843964453,WH-NYC,New York,North America,FedEx,Beauty,2.02,2.29,4.31,12.02,On-time
S218401,O518401,2024-08-21,2024-08-22 01:12:00.000000000,2024-08-25 09:16:56.580455965,WH-LAX,Los Angeles,North America,UPS,Electronics,1.05,3.34,4.39,11.79,On-time
S202793,O502793,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-28 07:48:59.877421127,WH-SIN,Singapore,APAC,Local,Apparel,2.0,5.33,7.33,13.41,Late
S203179,O503179,2024-08-21,2024-08-22 06:28:48.000000000,2024-08-25 01:58:33.493147717,WH-NYC,New York,North America,DHL,Apparel,1.27,2.81,4.08,10.75,On-time
S215903,O515903,2024-08-21,2024-08-22 00:00:00.000000000,,WH-NYC,New York,North America,DHL,Apparel,1.0,2.11,3.11,13.37,Failed
S217263,O517263,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-26 12:03:45.848326481,WH-SIN,Singapore,APAC,FedEx,Electronics,2.0,3.5,5.5,19.55,On-time
S206200,O506200,2024-08-21,2024-08-22 08:24:00.000000000,2024-08-25 07:11:05.826398182,WH-NYC,New York,North America,FedEx,Home,1.35,2.95,4.3,12.54,On-time
S210886,O510886,2024-08-21,2024-08-24 01:55:12.000000000,2024-08-28 02:44:47.309747691,WH-SAO,Sao Paulo,LATAM,USPS,Electronics,3.08,4.03,7.11,16.68,Late
S207952,O507952,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-27 01:44:25.144908362,WH-LON,London,Europe,Local,Sports,2.0,4.07,6.07,8.4,On-time
S213496,O513496,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 08:55:36.990840950,WH-LAX,Los Angeles,North America,FedEx,Beauty,1.0,2.37,3.37,11.7,On-time
S205880,O505880,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 08:46:18.740597540,WH-LAX,Los Angeles,North America,DHL,Home,1.0,2.37,3.37,11.29,On-time
S203336,O503336,2024-08-21,2024-08-22 08:52:48.000000000,2024-08-24 00:33:16.228729048,WH-NYC,New York,North America,UPS,Home,1.37,1.65,3.02,12.76,On-time
S203430,O503430,2024-08-21,2024-08-24 00:00:00.000000000,2024-08-27 15:01:38.838652826,WH-SAO,Sao Paulo,LATAM,UPS,Sports,3.0,3.63,6.63,19.82,On-time
S208490,O508490,2024-08-21,2024-08-23 00:28:48.000000000,2024-08-27 08:05:43.634213312,WH-SIN,Singapore,APAC,FedEx,Apparel,2.02,4.32,6.34,19.13,On-time
S222939,O522939,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-26 23:24:21.419911926,WH-SIN,Singapore,APAC,UPS,Apparel,2.0,3.98,5.98,17.49,On-time
S205574,O505574,2024-08-21,2024-08-23 12:57:36.000000000,2024-08-28 15:05:13.333801675,WH-SIN,Singapore,APAC,Local,Electronics,2.54,5.09,7.63,15.3,Late
S229262,O529262,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-27 18:26:19.150532960,WH-SIN,Singapore,APAC,FedEx,Apparel,2.0,4.77,6.77,15.47,On-time
S216365,O516365,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 04:34:01.694036023,WH-NYC,New York,North America,FedEx,Home,1.0,2.19,3.19,11.98,On-time
S220663,O520663,2024-08-21,2024-08-23 07:40:48.000000000,2024-08-26 23:23:54.970748180,WH-LON,London,Europe,Local,Beauty,2.32,3.65,5.97,9.91,On-time
S217646,O517646,2024-08-21,2024-08-23 00:28:48.000000000,2024-08-25 04:33:46.685394745,WH-AMS,Amsterdam,Europe,DHL,Apparel,2.02,2.17,4.19,10.46,On-time
S218268,O518268,2024-08-21,2024-08-22 08:09:36.000000000,2024-08-26 09:41:45.673783863,WH-NYC,New York,North America,Local,Electronics,1.34,4.06,5.4,6.95,On-time
S213917,O513917,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-25 09:38:11.348762818,WH-AMS,Amsterdam,Europe,DHL,Apparel,2.0,2.4,4.4,10.92,On-time
S209304,O509304,2024-08-21,2024-08-22 04:19:12.000000000,2024-08-23 21:21:31.217739048,WH-NYC,New York,North America,DHL,Apparel,1.18,1.71,2.89,10.35,On-time
S214817,O514817,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-27 20:28:53.236525840,WH-SIN,Singapore,APAC,DHL,Electronics,2.0,4.85,6.85,16.64,On-time
S228037,O528037,2024-08-21,2024-08-22 15:36:00.000000000,2024-08-26 22:02:56.064721557,WH-NYC,New York,North America,Local,Apparel,1.65,4.27,5.92,8.07,On-time
S212168,O512168,2024-08-21,2024-08-22 00:28:48.000000000,2024-08-24 18:39:44.268572059,WH-NYC,New York,North America,DHL,Apparel,1.02,2.76,3.78,9.32,On-time
S215846,O515846,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 06:44:06.505226592,WH-NYC,New York,North America,FedEx,Sports,1.0,2.28,3.28,13.62,On-time
S208055,O508055,2024-08-21,2024-08-23 10:48:00.000000000,2024-08-26 17:25:26.908220447,WH-AMS,Amsterdam,Europe,USPS,Beauty,2.45,3.28,5.73,11.84,On-time
S225110,O525110,2024-08-21,2024-08-22 07:12:00.000000000,2024-08-24 13:47:54.746677625,WH-NYC,New York,North America,USPS,Home,1.3,2.27,3.57,11.63,On-time
S223828,O523828,2024-08-21,2024-08-25 04:17:41.762934951,2024-08-27 15:59:30.304382694,WH-AMS,Amsterdam,Europe,DHL,Beauty,4.18,2.49,6.67,13.28,On-time
S219782,O519782,2024-08-21,2024-08-23 07:40:48.000000000,2024-08-28 02:07:11.478346259,WH-SIN,Singapore,APAC,USPS,Electronics,2.32,4.77,7.09,17.22,Late
S225251,O525251,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-25 22:24:09.675695545,WH-NYC,New York,North America,Local,Electronics,1.0,3.93,4.93,8.57,On-time
S211111,O511111,2024-08-21,2024-08-22 14:09:36.000000000,2024-08-23 18:26:00.869654261,WH-NYC,New York,North America,UPS,Electronics,1.59,1.18,2.77,9.91,On-time
S226236,O526236,2024-08-21,2024-08-23 09:07:12.000000000,2024-08-26 07:10:38.171663837,WH-AMS,Amsterdam,Europe,UPS,Home,2.38,2.92,5.3,14.16,On-time
S205218,O505218,2024-08-21,2024-08-22 03:36:00.000000000,2024-08-24 17:04:13.656262563,WH-NYC,New York,North America,DHL,Sports,1.15,2.56,3.71,13.14,On-time
S229658,O529658,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-23 20:43:24.802607674,WH-NYC,New York,North America,DHL,Apparel,1.0,1.86,2.86,14.3,On-time
S211021,O511021,2024-08-21,2024-08-23 00:14:24.000000000,2024-08-25 14:48:06.326508312,WH-LON,London,Europe,DHL,Sports,2.01,2.61,4.62,12.78,On-time
S216451,O516451,2024-08-21,2024-08-22 11:16:48.000000000,2024-08-25 07:45:28.782317298,WH-NYC,New York,North America,DHL,Sports,1.47,2.85,4.32,13.51,On-time
S212329,O512329,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 17:49:22.392126258,WH-LAX,Los Angeles,North America,DHL,Home,1.0,2.74,3.74,11.49,On-time
S216073,O516073,2024-08-21,2024-08-22 21:50:24.000000000,2024-08-26 21:27:39.248680032,WH-LAX,Los Angeles,North America,UPS,Electronics,1.91,3.98,5.89,10.07,On-time
S217924,O517924,2024-08-21,2024-08-23 13:26:24.000000000,2024-08-25 08:18:49.187686723,WH-LON,London,Europe,DHL,Beauty,2.56,1.79,4.35,11.76,On-time
S206407,O506407,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-23 19:53:10.094664050,WH-NYC,New York,North America,FedEx,Home,1.0,1.83,2.83,12.28,On-time
S208843,O508843,2024-08-21,2024-08-23 17:31:12.000000000,2024-08-25 17:20:32.376144664,WH-AMS,Amsterdam,Europe,UPS,Sports,2.73,1.99,4.72,13.84,On-time
S220626,O520626,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-27 23:57:07.095544179,WH-SIN,Singapore,APAC,Local,Beauty,2.0,5.0,7.0,16.86,On-time
S213021,O513021,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-25 01:44:35.975310872,WH-LAX,Los Angeles,North America,UPS,Electronics,1.0,3.07,4.07,8.36,On-time
S204797,O504797,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 13:28:11.060696507,WH-LAX,Los Angeles,North America,UPS,Sports,1.0,2.56,3.56,10.08,On-time
S227063,O527063,2024-08-21,2024-08-23 02:52:48.000000000,2024-08-28 16:56:36.681406549,WH-SIN,Singapore,APAC,USPS,Beauty,2.12,5.59,7.71,17.95,Late
S203482,O503482,2024-08-21,2024-08-23 01:12:00.000000000,2024-08-27 02:51:07.603208925,WH-SIN,Singapore,APAC,FedEx,Sports,2.05,4.07,6.12,15.99,On-time
S206212,O506212,2024-08-21,2024-08-24 03:07:12.000000000,2024-08-26 12:04:42.451276851,WH-AMS,Amsterdam,Europe,FedEx,Sports,3.13,2.37,5.5,12.37,On-time
S207886,O507886,2024-08-21,2024-08-22 09:36:00.000000000,2024-08-25 13:29:46.698586278,WH-NYC,New York,North America,FedEx,Apparel,1.4,3.16,4.56,12.92,On-time
S226672,O526672,2024-08-21,2024-08-24 00:00:00.000000000,2024-08-27 02:44:27.997573208,WH-SAO,Sao Paulo,LATAM,FedEx,Electronics,3.0,3.11,6.11,18.56,On-time
S215380,O515380,2024-08-21,2024-08-24 00:00:00.000000000,2024-08-28 01:23:42.082023848,WH-SAO,Sao Paulo,LATAM,FedEx,Home,3.0,4.06,7.06,18.43,Late
S202185,O502185,2024-08-21,2024-08-22 02:09:36.000000000,2024-08-23 21:17:42.860578519,WH-NYC,New York,North America,DHL,Apparel,1.09,1.8,2.89,10.94,On-time
S201600,O501600,2024-08-21,2024-08-24 12:28:48.000000000,2024-08-28 07:57:35.236637470,WH-SAO,Sao Paulo,LATAM,UPS,Beauty,3.52,3.81,7.33,19.72,Late
S205248,O505248,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 12:34:08.428048366,WH-LAX,Los Angeles,North America,UPS,Electronics,1.0,2.52,3.52,12.58,On-time
S222108,O522108,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-25 10:23:02.882228176,WH-AMS,Amsterdam,Europe,Local,Sports,2.0,2.43,4.43,8.76,On-time
S226433,O526433,2024-08-21,2024-08-22 13:55:12.000000000,2024-08-25 18:27:08.501697308,WH-LAX,Los Angeles,North America,Local,Sports,1.58,3.19,4.77,8.01,On-time
S216501,O516501,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-23 14:59:47.740322613,WH-NYC,New York,North America,FedEx,Electronics,1.0,1.62,2.62,8.65,On-time
S227766,O527766,2024-08-21,2024-08-22 14:52:48.000000000,2024-08-24 12:40:01.113470325,WH-LAX,Los Angeles,North America,FedEx,Home,1.62,1.91,3.53,12.36,On-time
S209843,O509843,2024-08-21,2024-08-22 04:04:48.000000000,2024-08-24 04:11:33.120207965,WH-LAX,Los Angeles,North America,FedEx,Sports,1.17,2.0,3.17,12.28,On-time
S220641,O520641,2024-08-21,2024-08-23 22:04:48.000000000,2024-08-28 07:41:15.366965389,WH-SIN,Singapore,APAC,UPS,Home,2.92,4.4,7.32,16.59,Late
S228226,O528226,2024-08-21,2024-08-23 09:21:36.000000000,2024-08-26 02:33:29.149570033,WH-LON,London,Europe,USPS,Electronics,2.39,2.72,5.11,12.73,On-time
S226568,O526568,2024-08-21,2024-08-22 04:19:12.000000000,2024-08-24 13:05:08.801340336,WH-NYC,New York,North America,FedEx,Beauty,1.18,2.37,3.55,11.23,On-time
S218786,O518786,2024-08-21,2024-08-22 07:40:48.000000000,2024-08-24 20:46:47.726345164,WH-LAX,Los Angeles,North America,FedEx,Electronics,1.32,2.55,3.87,11.21,On-time
S218618,O518618,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-28 02:39:04.293792429,WH-SIN,Singapore,APAC,USPS,Home,2.0,5.11,7.11,19.52,Late
S212585,O512585,2024-08-21,2024-08-23 04:33:36.000000000,2024-08-26 08:10:14.428686135,WH-LON,London,Europe,UPS,Beauty,2.19,3.15,5.34,12.27,On-time
S201042,O501042,2024-08-21,2024-08-25 09:58:57.311918307,2024-08-28 15:34:38.576140123,WH-SIN,Singapore,APAC,DHL,Beauty,4.42,3.23,7.65,13.82,Late
S217465,O517465,2024-08-21,2024-08-24 00:43:12.000000000,2024-08-27 21:27:55.763371175,WH-SAO,Sao Paulo,LATAM,USPS,Apparel,3.03,3.86,6.89,19.29,On-time
S214518,O514518,2024-08-21,2024-08-22 20:09:36.000000000,2024-08-26 18:33:06.542606151,WH-LAX,Los Angeles,North America,USPS,Electronics,1.84,3.93,5.77,13.21,On-time
S203675,O503675,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-25 20:39:22.674656767,WH-AMS,Amsterdam,Europe,UPS,Beauty,2.0,2.86,4.86,11.58,On-time
S201035,O501035,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 06:41:25.367814651,WH-LAX,Los Angeles,North America,FedEx,Home,1.0,2.28,3.28,12.94,On-time
S224607,O524607,2024-08-21,2024-08-23 00:00:00.000000000,2024-08-24 22:39:38.148960173,WH-AMS,Amsterdam,Europe,DHL,Home,2.0,1.94,3.94,10.4,On-time
S205178,O505178,2024-08-21,2024-08-24 06:14:24.000000000,2024-08-29 03:01:03.942884196,WH-SAO,Sao Paulo,LATAM,Local,Electronics,3.26,4.87,8.13,13.35,Late
S207142,O507142,2024-08-21,2024-08-23 09:50:24.000000000,2024-08-26 07:09:12.816443499,WH-SIN,Singapore,APAC,FedEx,Electronics,2.41,2.89,5.3,21.49,On-time
S216246,O516246,2024-08-21,2024-08-24 00:00:00.000000000,2024-08-27 21:38:58.765222622,WH-SAO,Sao Paulo,LATAM,FedEx,Electronics,3.0,3.9,6.9,19.73,On-time
S221416,O521416,2024-08-21,2024-08-24 13:40:47.999999999,2024-08-28 14:13:35.037489623,WH-SAO,Sao Paulo,LATAM,DHL,Beauty,3.57,4.02,7.59,19.53,Late
S221328,O521328,2024-08-21,2024-08-24 00:00:00.000000000,2024-08-28 11:43:49.440497891,WH-SAO,Sao Paulo,LATAM,USPS,Sports,3.0,4.49,7.49,17.7,Late
S220591,O520591,2024-08-21,2024-08-23 06:57:36.000000000,2024-08-27 06:48:53.553474446,WH-SIN,Singapore,APAC,UPS,Apparel,2.29,3.99,6.28,16.85,On-time
S204610,O504610,2024-08-21,2024-08-22 00:00:00.000000000,2024-08-24 21:23:31.546748417,WH-LAX,Los Angeles,North America,USPS,Home,1.0,2.89,3.89,11.77,On-time
S207029,O507029,2024-08-21,2024-08-23 09:36:00.000000000,2024-08-25 11:21:41.086801465,WH-AMS,Amsterdam,Europe,UPS,Beauty,2.4,2.07,4.47,14.24,On-time
S222161,O522161,2024-08-21,2024-08-23 14:26:47.873473200,2024-08-24 23:00:58.993750945,WH-NYC,New York,North America,DHL,Apparel,2.6,1.36,3.96,11.56,On-time
S210279,O510279,2024-08-22,2024-08-26 08:42:36.962340336,2024-08-27 16:14:17.014182313,WH-AMS,Amsterdam,Europe,DHL,Sports,4.36,1.31,5.68,11.52,On-time
S212192,O512192,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-26 22:36:28.731249377,WH-AMS,Amsterdam,Europe,UPS,Electronics,2.0,2.94,4.94,13.18,On-time
S209016,O509016,2024-08-22,2024-08-23 00:00:00.000000000,2024-08-24 00:00:00.000000000,WH-LAX,Los Angeles,North America,FedEx,Beauty,1.0,1.0,2.0,11.22,On-time
S209121,O509121,2024-08-22,2024-08-23 00:00:00.000000000,2024-08-25 23:52:06.063121128,WH-NYC,New York,North America,DHL,Sports,1.0,2.99,3.99,13.67,On-time
S219649,O519649,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-27 21:38:12.300378034,WH-LON,London,Europe,USPS,Sports,2.0,3.9,5.9,10.8,On-time
S200562,O500562,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-26 05:52:20.518101278,WH-LON,London,Europe,UPS,Home,2.0,2.24,4.24,15.6,On-time
S224614,O524614,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-25 11:43:06.837276636,WH-AMS,Amsterdam,Europe,UPS,Electronics,2.0,1.49,3.49,12.16,On-time
S226583,O526583,2024-08-22,2024-08-24 04:33:36.000000000,2024-08-27 11:18:23.753330521,WH-AMS,Amsterdam,Europe,UPS,Electronics,2.19,3.28,5.47,11.58,On-time
S221060,O521060,2024-08-22,2024-08-24 03:07:12.000000000,2024-08-28 03:20:41.857247423,WH-SIN,Singapore,APAC,FedEx,Apparel,2.13,4.01,6.14,17.2,On-time
S219838,O519838,2024-08-22,2024-08-24 07:55:12.000000000,2024-08-26 19:16:28.892651756,WH-AMS,Amsterdam,Europe,DHL,Electronics,2.33,2.47,4.8,10.66,On-time
S220419,O520419,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-27 02:55:50.212007077,WH-SIN,Singapore,APAC,UPS,Apparel,2.0,3.12,5.12,16.48,On-time
S214793,O514793,2024-08-22,2024-08-23 04:04:48.000000000,2024-08-25 09:43:02.419359398,WH-NYC,New York,North America,DHL,Electronics,1.17,2.23,3.4,10.99,On-time
S213374,O513374,2024-08-22,2024-08-25 00:00:00.000000000,2024-08-29 16:26:01.613525208,WH-SAO,Sao Paulo,LATAM,UPS,Apparel,3.0,4.68,7.68,19.73,Late
S219043,O519043,2024-08-22,2024-08-23 14:52:48.000000000,2024-08-26 19:37:58.360940388,WH-LAX,Los Angeles,North America,DHL,Apparel,1.62,3.2,4.82,10.76,On-time
S206869,O506869,2024-08-22,2024-08-23 02:24:00.000000000,2024-08-26 16:06:28.024004796,WH-NYC,New York,North America,UPS,Sports,1.1,3.57,4.67,11.72,On-time
S215932,O515932,2024-08-22,2024-08-24 10:04:48.000000000,,WH-SIN,Singapore,APAC,USPS,Electronics,2.42,5.1,7.52,18.0,Failed
S200757,O500757,2024-08-22,2024-08-24 10:04:48.000000000,,WH-SIN,Singapore,APAC,USPS,Sports,2.42,4.84,7.26,16.35,Failed
S205723,O505723,2024-08-22,2024-08-24 03:21:36.000000000,2024-08-25 18:37:02.596623795,WH-LON,London,Europe,UPS,Apparel,2.14,1.64,3.78,10.43,On-time
S214189,O514189,2024-08-22,2024-08-24 08:38:24.000000000,2024-08-27 23:28:29.618795665,WH-LON,London,Europe,DHL,Home,2.36,3.62,5.98,11.2,On-time
S227313,O527313,2024-08-22,2024-08-23 04:04:48.000000000,2024-08-25 19:49:14.833308924,WH-NYC,New York,North America,USPS,Electronics,1.17,2.66,3.83,8.63,On-time
S207442,O507442,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-28 18:25:54.763724582,WH-SIN,Singapore,APAC,USPS,Home,2.0,4.77,6.77,19.66,On-time
S215570,O515570,2024-08-22,2024-08-25 00:00:00.000000000,2024-08-28 22:27:27.208224564,WH-SAO,Sao Paulo,LATAM,USPS,Home,3.0,3.94,6.94,18.83,On-time
S211328,O511328,2024-08-22,2024-08-24 04:48:00.000000000,2024-08-29 11:18:01.401249660,WH-SIN,Singapore,APAC,Local,Electronics,2.2,5.27,7.47,12.77,Late
S224688,O524688,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-26 21:11:26.886107253,WH-LON,London,Europe,DHL,Sports,2.0,2.88,4.88,13.23,On-time
S220978,O520978,2024-08-22,2024-08-24 00:57:36.000000000,2024-08-25 07:08:41.821766206,WH-AMS,Amsterdam,Europe,DHL,Home,2.04,1.26,3.3,13.71,On-time
S203852,O503852,2024-08-22,2024-08-24 13:55:12.000000000,2024-08-26 19:29:41.533317168,WH-LON,London,Europe,UPS,Apparel,2.58,2.23,4.81,13.09,On-time
S226941,O526941,2024-08-22,2024-08-24 02:09:36.000000000,2024-08-25 08:14:13.775975894,WH-AMS,Amsterdam,Europe,UPS,Home,2.09,1.25,3.34,10.66,On-time
S212765,O512765,2024-08-22,2024-08-24 03:21:36.000000000,2024-08-28 08:43:49.464185004,WH-SIN,Singapore,APAC,FedEx,Electronics,2.14,4.22,6.36,18.66,On-time
S207787,O507787,2024-08-22,2024-08-25 00:00:00.000000000,2024-08-27 21:18:01.898971853,WH-SAO,Sao Paulo,LATAM,FedEx,Electronics,3.0,2.89,5.89,15.49,On-time
S201772,O501772,2024-08-22,2024-08-23 00:00:00.000000000,2024-08-26 03:57:45.465637855,WH-LAX,Los Angeles,North America,DHL,Beauty,1.0,3.17,4.17,13.18,On-time
S202922,O502922,2024-08-22,2024-08-24 00:57:36.000000000,2024-08-28 08:23:21.180494083,WH-SIN,Singapore,APAC,FedEx,Electronics,2.04,4.31,6.35,17.5,On-time
S202180,O502180,2024-08-22,2024-08-25 08:27:08.292612528,2024-08-29 17:49:57.250726930,WH-SIN,Singapore,APAC,USPS,Electronics,3.35,4.39,7.74,16.89,Late
S201116,O501116,2024-08-22,2024-08-25 05:31:12.000000000,2024-08-30 22:45:20.917417236,WH-SAO,Sao Paulo,LATAM,USPS,Apparel,3.23,5.72,8.95,16.98,Late
S216921,O516921,2024-08-22,2024-08-25 00:00:00.000000000,2024-08-28 15:39:36.070389820,WH-SAO,Sao Paulo,LATAM,UPS,Home,3.0,3.65,6.65,19.72,On-time
S216934,O516934,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-26 09:59:06.384449166,WH-LON,London,Europe,UPS,Apparel,2.0,2.42,4.42,11.84,On-time
S226020,O526020,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-27 17:42:13.451323613,WH-AMS,Amsterdam,Europe,Local,Apparel,2.0,3.74,5.74,9.07,On-time
S225403,O525403,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-25 06:09:17.730433059,WH-LON,London,Europe,FedEx,Sports,2.0,1.26,3.26,11.62,On-time
S203259,O503259,2024-08-22,2024-08-23 09:21:36.000000000,2024-08-26 07:35:56.288233651,WH-LAX,Los Angeles,North America,Local,Home,1.39,2.93,4.32,10.75,On-time
S224667,O524667,2024-08-22,2024-08-23 00:43:12.000000000,2024-08-25 08:10:43.281659069,WH-LAX,Los Angeles,North America,USPS,Electronics,1.03,2.31,3.34,11.49,On-time
S219826,O519826,2024-08-22,2024-08-24 00:00:00.000000000,2024-08-27 12:22:21.168610080,WH-SIN,Singapore,APAC,UPS,Apparel,2.0,3.52,5.52,18.6,On-time
S204739,O504739,2024-08-22,2024-08-25 05:45:36.000000000,2024-08-28 23:27:36.686248122,WH-SAO,Sao Paulo,LATAM,DHL,Electronics,3.24,3.74,6.98,20.38,On-time
S204119,O504119,2024-08-22,2024-08-24 04:04:48.000000000,2024-08-27 17:07:36.479850271,WH-LON,London,Europe,UPS,Apparel,2.17,3.54,5.71,13.15,On-time
S226414,O526414,2024-08-22,2024-08-23 00:00:00.000000000,2024-08-25 00:09:47.247055375,WH-LAX,Los Angeles,North America,DHL,Electronics,1.0,2.01,3.01,11.44,On-time
S214581,O514581,2024-08-22,2024-08-25 01:55:12.000000000,2024-08-28 01:28:35.252591738,WH-SAO,Sao Paulo,LATAM,DHL,Beauty,3.08,2.98,6.06,19.86,On-time
S208749,O508749,2024-08-22,2024-08-24 01:26:24.000000000,2024-08-26 21:47:30.649820490,WH-LON,London,Europe,UPS,Home,2.06,2.85,4.91,10.01,On-time
S202276,O502276,2024-08-22,2024-08-23 00:00:00.000000000,2024-08-26 03:10:35.946516178,WH-NYC,New York,North America,DHL,Sports,1.0,3.13,4.13,15.56,On-time
S216608,O516608,2024-08-22,2024-08-25 08:52:48.000000000,2024-08-28 14:47:17.493564684,WH-SAO,Sao Paulo,LATAM,FedEx,Apparel,3.37,3.25,6.62,17.43,On-time
S200855,O500855,2024-08-22,2024-08-26 21:22:54.484230607,2024-08-31 18:01:00.482001861,WH-SIN,Singapore,APAC,USPS,Beauty,4.89,4.86,9.75,17.52,Late
S222644,O522644,2024-08-22,2024-08-24 03:21:36.000000000,2024-08-27 00:51:47.119171826,WH-AMS,Amsterdam,Europe,Local,Beauty,2.14,2.9,5.04,7.46,On-time
S225629,O525629,2024-08-22,2024-08-23 08:52:48.000000000,2024-08-25 05:57:57.189567182,WH-LAX,Los Angeles,North America,UPS,Electronics,1.37,1.88,3.25,10.67,On-time
S215838,O515838,2024-08-22,2024-08-24 02:38:24.000000000,2024-08-26 00:35:26.187967245,WH-AMS,Amsterdam,Europe,FedEx,Home,2.11,1.91,4.02,11.69,On-time
S228210,O528210,2024-08-22,2024-08-25 00:00:00.000000000,2024-08-30 04:54:52.600487999,WH-SAO,Sao Paulo,LATAM,Local,Beauty,3.0,5.2,8.2,14.6,Late
S200052,O500052,2024-08-22,2024-08-24 03:36:00.000000000,2024-08-26 10:06:17.927027461,WH-AMS,Amsterdam,Europe,DHL,Apparel,2.15,2.27,4.42,11.86,On-time
S222992,O522992,2024-08-22,2024-08-24 03:50:24.000000000,,WH-LON,London,Europe,Local,Home,2.16,2.58,4.74,7.58,Failed
S220013,O520013,2024-08-22,2024-08-24 08:24:00.000000000,2024-08-26 05:43:19.664015531,WH-AMS,Amsterdam,Europe,FedEx,Home,2.35,1.89,4.24,12.22,On-time
S201752,O501752,2024-08-22,2024-08-25 01:12:00.000000000,2024-08-30 09:32:37.857327210,WH-SAO,Sao Paulo,LATAM,Local,Home,3.05,5.35,8.4,12.53,Late
S202301,O502301,2024-08-22,2024-08-25 00:00:00.000000000,2024-08-27 20:59:16.020271484,WH-SAO,Sao Paulo,LATAM,UPS,Electronics,3.0,2.87,5.87,18.22,On-time
S217152,O517152,2024-08-22,2024-08-26 03:21:50.545736032,2024-08-28 21:31:04.918508033,WH-AMS,Amsterdam,Europe,Local,Sports,4.14,2.76,6.9,7.32,On-time
S210454,O510454,2024-08-22,2024-08-24 00:00:00.000000000,,WH-AMS,Amsterdam,Europe,FedEx,Home,2.0,2.18,4.18,12.29,Failed
